stock_code,description,units_sold,units_returned,gross_sales,returns_value,net_revenue
84927E,FLOWERS TILE HOOK,494.0,194.0,224.31,19.56,204.75
20836,FRENCH PAISLEY CUSHION COVER,224.0,24.0,250.0,45.36,204.64
17014D,ORIGAMI ROSE INCENSE CONES,479.0,0.0,204.36,0.0,204.36
90186A,AMETHYST HOOP EARRING FLORAL LEAF,69.0,0.0,203.73,0.0,203.73
90185B,AMETHYST DIAMANTE EXPANDABLE RING,67.0,19.0,284.43,80.75,203.68
35824B,"HANGING FLOWERS+MIRROR,BLUE",528.0,0.0,203.24,0.0,203.24
20890,SMALL GLASS ROSE SCENTED CANDLE,605.0,0.0,202.62,0.0,202.62
48103,DOORMAT KISS MY.......,35.0,0.0,201.73,0.0,201.73
72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,292.0,0.0,201.24,0.0,201.24
84247K,"FOLK ART GREETING CARD,pack/12",75.0,11.0,233.48,32.45,201.03
20672,PINK TEATIME PRINT BOWL,138.0,0.0,201.0,0.0,201.0
84247N,PACK/12 BLUE FOLKART CARDS,113.0,33.0,297.48,97.35,200.13
90003D,CRYSTAL PAIR HEART HAIR SLIDES,60.0,7.0,226.17,26.25,199.92
90144,SILVER DROP EARRINGS WITH FLOWER,53.0,0.0,199.45,0.0,199.45
84706F,RED PEONY TABLE CLOCK,34.0,1.0,208.3,8.95,199.35
90085,CRYSTAL STILETTO PHONE CHARM,311.0,90.0,275.53,76.5,199.03
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,33.0,0.0,198.98,0.0,198.98
84690,S/2 BEACH HUT STOOLS,27.0,2.0,214.65,15.9,198.75
84985B,SET OF 72 BLACK PAPER DOILIES,129.0,0.0,197.94,0.0,197.94
84855,BLOKEY SILVER TOOL SET,36.0,0.0,196.7,0.0,196.7
90040A,MURANO STYLE GLASS BRACELET RED,53.0,3.0,207.05,10.5,196.55
47504F,ENGLISH ROSE TORCH,527.0,0.0,196.46,0.0,196.46
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,35.0,2.0,208.21,11.9,196.31
90090,PINK CRYSTAL HEART PHONE CHARM,263.0,37.0,227.72,31.45,196.27
90024B,NEW BAROQUE B'FLY NECKLACE RED,25.0,2.0,212.24,17.0,195.24
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,3.0,1.0,320.0,125.0,195.0
23697,A PRETTY THANK YOU CARD,456.0,0.0,194.58,0.0,194.58
21582,KINGS CHOICE SMALL TUBE MATCHES,117.0,0.0,193.05,0.0,193.05
16202A,PASTEL PINK PHOTO ALBUM,662.0,324.0,290.45,97.8,192.65
20814,SILVER FINCH DECORATION,189.0,13.0,208.89,16.25,192.64
35819B,"ACRYLIC HANGING JEWEL,BLUE",385.0,0.0,192.3,0.0,192.3
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,121.0,0.0,192.17,0.0,192.17
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",24.0,0.0,192.17,0.0,192.17
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,16.0,0.0,191.41,0.0,191.41
47518F,ICON PLACEMAT POP ART ELVIS,912.0,0.0,190.89,0.0,190.89
72051S,BAG OF SILVER STONES,300.0,0.0,190.89,0.0,190.89
37506,NEW ENGLAND MILK JUG W GIFT BOX,32.0,0.0,190.4,0.0,190.4
84255B,ORANGE COCKTAIL GLASS LAMP,65.0,0.0,190.16,0.0,190.16
84661C,PINK SQUARE TABLE CLOCK,152.0,0.0,189.87,0.0,189.87
85128,PLANTPOT SINGLE HOOK PISTACHIO,167.0,0.0,188.95,0.0,188.95
84744,S/6 SEW ON CROCHET FLOWERS,149.0,0.0,188.77,0.0,188.77
90159,COTE D'AZURE NECKLACE,38.0,0.0,188.58,0.0,188.58
90130B,TURQ STONE/CRYSTAL EARRINGS,64.0,0.0,188.09,0.0,188.09
20837,FRENCH FLORAL CUSHION COVER,165.0,0.0,188.07,0.0,188.07
90094,NECKLACE+BRACELET SET FRUIT SALAD,74.0,0.0,187.62,0.0,187.62
79403,FROSTED WHITE BASE,216.0,14.0,199.02,11.9,187.12
90029,NEW BAROQUE SMALL NECKLACE BLACK,23.0,1.0,195.14,8.5,186.64
90210C,RED   ACRYLIC FACETED BANGLE,118.0,0.0,186.56,0.0,186.56
84893,ANT WHITE IRON BASKET,33.0,0.0,186.35,0.0,186.35
84877A,PINK ROUND COMPACT MIRROR,74.0,0.0,185.66,0.0,185.66
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,43.0,0.0,185.11,0.0,185.11
35911B,PINK/FLOWER RABBIT EGG WARMER,159.0,0.0,184.76,0.0,184.76
23416,CHAMBRE HOOK,132.0,0.0,184.68,0.0,184.68
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,180.0,0.0,184.4,0.0,184.4
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,112.0,3.0,189.28,5.07,184.21
84029D,LEOPARD PRINT HOT WATER BOTTLE,51.0,0.0,183.98,0.0,183.98
90129F,RED GLASS TASSLE BAG CHARM,81.0,0.0,183.26,0.0,183.26
20957,PORCELAIN HANGING BELL SMALL,126.0,1.0,184.61,1.45,183.16
90086,CRYSTAL FROG PHONE CHARM,216.0,0.0,182.79,0.0,182.79
21018,BIRD BOX CHRISTMAS TREE DECORATION,213.0,0.0,182.71,0.0,182.71
17090A,LAVENDER INCENSE 40 CONES IN TIN,173.0,0.0,182.65,0.0,182.65
20796,SMALL BLUE PROVENCAL CERAMIC BALL,99.0,0.0,182.16,0.0,182.16
84926C,FAIRY CAKES TILE COASTER,138.0,6.0,189.6,7.5,182.1
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,1122.0,0.0,181.5,0.0,181.5
79144B,PAINTED LIGHTBULB STAR+ MOON,350.0,0.0,181.03,0.0,181.03
22330,72 ROUND PINK DOILIES,128.0,12.0,197.9,17.4,180.5
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,306.0,0.0,180.14,0.0,180.14
35818B,"ACRYLIC JEWEL ICICLE, BLUE",408.0,0.0,180.05,0.0,180.05
47347B,BLUE FLOWER T-LIGHT HOLDER,240.0,0.0,179.88,0.0,179.88
90180B,PURPLE AMETHYST NECKLACE W TASSEL,18.0,0.0,179.88,0.0,179.88
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,3.0,0.0,179.85,0.0,179.85
17011A,ORIGAMI VANILLA INCENSE+FLOWER,261.0,0.0,179.56,0.0,179.56
84464,S/60 PINK FLUFFY CHICKS IN BOX,82.0,0.0,179.1,0.0,179.1
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,21.0,0.0,178.48,0.0,178.48
90013D,PURPLE VINTAGE EARRINGS,46.0,0.0,178.11,0.0,178.11
90185A,AMBER DIAMANTE EXPANDABLE RING,55.0,13.0,233.29,55.25,178.04
90072,RUBY DROP CHANDELIER EARRINGS,44.0,0.0,176.31,0.0,176.31
82607C,GLASS BONBON JAR. SUPERFINES,115.0,0.0,175.61,0.0,175.61
84564,6 SEGMENT COLOURED SNACK BOWL,21.0,0.0,175.48,0.0,175.48
21031,SPACE CADET BLACK,144.0,1.0,176.7,1.25,175.45
22886,"NUMBER TILE VINTAGE FONT, 7",98.0,0.0,174.16,0.0,174.16
90214S,"LETTER ""S"" BLING KEY RING",184.0,6.0,181.34,7.5,173.84
90065A,WHITE VINTAGE CRYSTAL BRACELET,26.0,1.0,180.46,7.22,173.24
84452,METAL RABBIT LADDER EASTER,198.0,16.0,186.16,13.6,172.56
75011,BLUE DAISY MOBILE,181.0,0.0,172.51,0.0,172.51
90123D,WHITE HEART OF GLASS BRACELET,29.0,0.0,172.39,0.0,172.39
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,29.0,1.0,177.29,5.95,171.34
85185C,COW  SOCK PUPPET,58.0,0.0,171.1,0.0,171.1
84706B,FAIRY CAKES TABLE CLOCK,20.0,2.0,188.73,17.9,170.83
84706C,PINK FLOCK TABLE CLOCK,84.0,0.0,170.8,0.0,170.8
84927D,LA PALMIERA TILE HOOK,953.0,435.0,211.29,40.86,170.43
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,20.0,0.0,170.17,0.0,170.17
17014A,ORIGAMI VANILLA INCENSE CONES,276.0,0.0,170.13,0.0,170.13
84531A,PINK KNITTED EGG COSY,191.0,0.0,169.36,0.0,169.36
90019B,GOLD M.O.P ORBIT BRACELET,32.0,0.0,168.62,0.0,168.62
85205A,IVORY FELT EASTER RABBIT GARLAND,66.0,0.0,168.3,0.0,168.3
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,57.0,0.0,168.26,0.0,168.26
21087,SET/6 POSIES PAPER CUPS,260.0,0.0,168.08,0.0,168.08
35916C,PINK FELT HANGING HEART W FLOWER,157.0,0.0,167.55,0.0,167.55
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,58.0,0.0,167.52,0.0,167.52
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,28.0,0.0,166.57,0.0,166.57
84231,EASTER BUNNY WITH BASKET ON BACK,230.0,0.0,166.21,0.0,166.21
90060F,FIRE POLISHED GLASS NECKL GREEN,28.0,0.0,166.14,0.0,166.14
GIFT_0001_40,Dotcomgiftshop Gift Voucher £40.00,5.0,0.0,166.09,0.0,166.09
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,51.0,7.0,191.54,26.25,165.29
23694,PAISLEY PARK CARD,376.0,0.0,165.08,0.0,165.08
90166,PINK & WHITE ROSEBUD RING,40.0,1.0,168.94,4.25,164.69
90018B,GOLD M.O.P ORBIT DROP EARRINGS,39.0,0.0,164.62,0.0,164.62
84531B,BLUE KNITTED EGG COSY,194.0,0.0,164.01,0.0,164.01
90039D,FIRE POLISHED GLASS BRACELET GREEN,43.0,0.0,162.66,0.0,162.66
90190C,SILVER/AMETHYST DROP EARRINGS LEAF,55.0,0.0,161.82,0.0,161.82
85024C,PINK SMALL JEWELLED PHOTOFRAME,99.0,1.0,163.35,1.65,161.7
90129D,AMBER GLASS TASSLE BAG CHARM,67.0,0.0,161.57,0.0,161.57
21461,BLUE EASTER EGG HUNT START POST,82.0,5.0,171.04,9.75,161.29
90042A,FRESHWATER PEARL BRACELET GOLD,63.0,0.0,160.79,0.0,160.79
90123C,GREEN HEART OF GLASS BRACELET,27.0,0.0,160.75,0.0,160.75
21353,SILVER SLEIGHBELL  WREATH,19.0,0.0,160.45,0.0,160.45
22887,"NUMBER TILE VINTAGE FONT, 8",92.0,0.0,160.36,0.0,160.36
84599,CANDY STRIPE ROSE FLOOR CUSHION,15.0,0.0,160.15,0.0,160.15
37479P,CUBIC MUG FLOCK PINK ON BROWN,170.0,0.0,160.08,0.0,160.08
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82.0,0.0,159.9,0.0,159.9
81952V,ROUND PURPLE CLOCK WITH SUCKER,464.0,0.0,159.87,0.0,159.87
90162B,ANT SILVER LIME GREEN BOUDICCA RING,55.0,1.0,162.25,2.95,159.3
90125A,PINK BERTIE GLASS BEAD BAG CHARM,149.0,12.0,183.97,25.2,158.77
22864,MUG AND COASTER SET RED CIRCLES,378.0,0.0,158.76,0.0,158.76
48175,DOOR MAT CAMOUFLAGE,39.0,0.0,158.04,0.0,158.04
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,41.0,1.0,159.2,1.25,157.95
20693,FLORAL DINOSAUR GREEN,33.0,1.0,161.89,4.25,157.64
21489,BLUE WHITE SCARF HOT WATER BOTTLE,28.0,0.0,157.6,0.0,157.6
23417,BATHROOM HOOK,146.0,0.0,157.5,0.0,157.5
16202E,BLACK PHOTO ALBUM,82.0,1.0,162.73,5.55,157.18
90214K,"LETTER ""K"" BLING KEY RING",154.0,1.0,158.4,1.25,157.15
23468,TUSCAN VILLA BIRD TABLE,19.0,0.0,156.75,0.0,156.75
17178,FLAT PALM T-LIGHT HOLDER,133.0,0.0,156.65,0.0,156.65
90214L,"LETTER ""L"" BLING KEY RING",176.0,8.0,166.06,10.0,156.06
72140E,BEST DAD CANDLE LETTERS,218.0,1.0,156.72,0.85,155.87
84914A,PINK ROSE PICNIC RUG,6.0,0.0,155.7,0.0,155.7
84228,HEN HOUSE WITH CHICK STANDING,354.0,1.0,156.07,0.42,155.65
20664,TROPICAL HOLIDAY PURSE,57.0,0.0,155.41,0.0,155.41
85166A,WHITE METAL BAROQUE PHOTO FRAME,77.0,1.0,158.9,3.75,155.15
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,50.0,4.0,168.46,13.4,155.06
90214C,"LETTER ""C"" BLING KEY RING",165.0,6.0,162.53,7.5,155.03
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,22.0,0.0,154.87,0.0,154.87
90123B,TURQUOISE HEART OF GLASS BRACELET,26.0,0.0,154.69,0.0,154.69
84924F,PSYCHEDELIC METAL SIGN CALENDAR,975.0,480.0,274.55,120.0,154.55
23496,PANTRY KITCHEN THERMOMETER,112.0,0.0,154.52,0.0,154.52
90214J,"LETTER ""J"" BLING KEY RING",157.0,6.0,161.47,7.5,153.97
84723,CHERRY BLOSSOM CANVAS ART PICTURE,54.0,6.0,201.3,47.7,153.6
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,54.0,0.0,153.18,0.0,153.18
84510E,SET OF 4 GREEN CAROUSEL COASTERS,162.0,0.0,152.86,0.0,152.86
82587,TEXRIO TOMATOES CANDLE+CUP,128.0,12.0,166.78,15.0,151.78
90030C,BROWN KUKUI COCONUT SEED NECKLACE,87.0,0.0,151.3,0.0,151.3
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,51.0,0.0,150.45,0.0,150.45
90042C,FRESHWATER PEARL BRACELET IVORY,59.0,0.0,150.21,0.0,150.21
21310,CAPIZ CHANDELIER,6.0,1.0,179.7,29.95,149.75
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,355.0,0.0,149.1,0.0,149.1
90040D,MURANO STYLE GLASS BRACELET PINK,41.0,0.0,148.87,0.0,148.87
90185C,BLACK DIAMANTE EXPANDABLE RING,64.0,29.0,271.96,123.25,148.71
71496A,A4 WALL TIDY BLUE OFFICE,244.0,0.0,148.01,0.0,148.01
47351B,BLUE  VOILE LAMPSHADE,98.0,48.0,269.9,122.4,147.5
84927A,WAKE UP COCKEREL TILE HOOK,226.0,75.0,157.61,10.35,147.26
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,94.0,6.0,156.98,9.9,147.08
84720,DOT MATRIX CANVAS ART PICTURE,35.0,0.0,147.05,0.0,147.05
84622,PINK GINGHAM ROSE CUSHION COVER,23.0,1.0,152.6,5.95,146.65
84527,FLAMES SUNGLASSES PINK LENSES,77.0,0.0,146.11,0.0,146.11
16054,POPART RECT PENCIL SHARPENER ASST,1210.0,108.0,159.0,12.96,146.04
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,71.0,13.0,156.29,11.05,145.24
35610B,BLACK CHRISTMAS FLOCK DROPLET,179.0,0.0,144.07,0.0,144.07
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,17.0,0.0,144.07,0.0,144.07
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",18.0,0.0,143.1,0.0,143.1
79192A,RETRO PLASTIC 70'S TRAY,114.0,8.0,152.64,10.0,142.64
90093,CLEAR CRYSTAL STAR PHONE CHARM,209.0,27.0,165.34,22.95,142.39
21102,"CANDLE IN JAR COLLAGE , VANILLA",82.0,31.0,221.08,79.05,142.03
84874B,BLUE TRAVEL FIRST AID KIT,86.0,0.0,141.76,0.0,141.76
72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,65.0,0.0,141.23,0.0,141.23
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,48.0,0.0,140.4,0.0,140.4
84617,NEW BAROQUE BLACK BOXES,11.0,0.0,140.25,0.0,140.25
90212B,JET BLACK LAS VEGAS BRACELET ROUND,37.0,0.0,140.07,0.0,140.07
78026,SEAGRASS S/3 SQU LAUNDRY BOX,12.0,0.0,139.95,0.0,139.95
90214M,"LETTER ""M"" BLING KEY RING",138.0,0.0,139.82,0.0,139.82
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,44.0,7.0,165.81,26.25,139.56
23463,VINTAGE ZINC WATERING CAN,13.0,0.0,139.4,0.0,139.4
90199D,5 STRAND GLASS NECKLACE AMBER,22.0,0.0,139.28,0.0,139.28
23304,SET 4 PICNIC CUTLERY CHERRY,71.0,0.0,138.45,0.0,138.45
90183A,AMBER DROP EARRINGS W LONG BEADS,53.0,6.0,155.65,17.7,137.95
72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,170.0,0.0,137.54,0.0,137.54
35816P,"ACRYLIC JEWEL ANGEL,PINK",297.0,0.0,137.43,0.0,137.43
90156,RESIN BRACELET W PASTEL BEADS,25.0,0.0,137.37,0.0,137.37
84549,CROCHET WHITE RABBIT KEYRING,75.0,0.0,137.27,0.0,137.27
84709A,SILVER OVAL JEWELLED MIRROR,23.0,0.0,136.85,0.0,136.85
10120,DOGGY RUBBER,664.0,30.0,142.74,6.3,136.44
35824P,"HANGING FLOWERS+MIRROR,PINK",324.0,0.0,136.44,0.0,136.44
90040C,MURANO STYLE GLASS BRACELET GOLD,41.0,3.0,146.75,10.5,136.25
90151,SILVER/NATURAL SHELL NECKLACE,16.0,0.0,136.17,0.0,136.17
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,16.0,0.0,135.98,0.0,135.98
90194,SILVER LARIAT BLACK STONE EARRINGS,32.0,0.0,135.84,0.0,135.84
90038A,GLASS AND PAINTED BEADS BRACELET TO,36.0,0.0,135.8,0.0,135.8
17011D,ORIGAMI ROSE INCENSE+FLOWER,209.0,0.0,135.7,0.0,135.7
77079,DOLPHIN WINDMILL,64.0,0.0,135.68,0.0,135.68
90002A,FLOWER BURST SILVER RING OPAL,36.0,0.0,135.0,0.0,135.0
72134,COLUMBIAN  CUBE CANDLE,339.0,0.0,134.85,0.0,134.85
16020C,CLEAR STATIONERY BOX SET,160.0,0.0,134.5,0.0,134.5
22879,"NUMBER TILE VINTAGE FONT, 0",82.0,0.0,134.4,0.0,134.4
35015,JACOBS LADDER SMALL,2072.0,0.0,134.08,0.0,134.08
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,47.0,0.0,133.85,0.0,133.85
35609A,PINK FEATHER CHRISTMAS DECORATION,447.0,0.0,133.23,0.0,133.23
90199A,5 STRAND GLASS NECKLACE BLACK,22.0,1.0,139.5,6.35,133.15
46137D,GREEN CHENILLE SHAGGY RUG,45.0,0.0,132.75,0.0,132.75
90190B,GOLD/AMBER DROP EARRINGS W LEAF,45.0,0.0,132.58,0.0,132.58
90137,PINK COMBO MINI CRYSTALS NECKLACE,26.0,0.0,132.52,0.0,132.52
79191D,RETRO PLASTIC DAISY TRAY,138.0,13.0,143.87,11.86,132.01
45013,FOLDING SHOE TIDY,48.0,0.0,132.0,0.0,132.0
47592B,SCOTTIES DESIGN CHILD'S OVERALL,67.0,0.0,131.9,0.0,131.9
90214E,"LETTER ""E"" BLING KEY RING",142.0,6.0,139.28,7.5,131.78
90023,FILIGREE DIAMANTE EARRINGS,31.0,0.0,131.74,0.0,131.74
90165B,WHITE ROSEBUD  PEARL EARRINGS,52.0,0.0,131.65,0.0,131.65
35933,PINK STOCKING CHRISTMAS DECORATION,319.0,0.0,131.38,0.0,131.38
35980C,REDWHITE STRIPE SCANDINAVIAN HEART,377.0,44.0,147.64,16.72,130.92
84656,WHITE ROSE C/COVER,22.0,0.0,130.9,0.0,130.9
22888,NUMBER TILE VINTAGE FONT 9,79.0,0.0,130.83,0.0,130.83
16119,FUNKY GIRL ADDRESS BOOK,273.0,0.0,130.71,0.0,130.71
84559D,3D SHEET OF SEA WORLD STICKERS,149.0,0.0,130.09,0.0,130.09
84925E,FLOWERS WALL THERMOMETER,75.0,0.0,130.05,0.0,130.05
20899,VINTAGE NOTEBOOK RED ROSE,44.0,0.0,129.8,0.0,129.8
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,42.0,0.0,129.69,0.0,129.69
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,44.0,0.0,129.59,0.0,129.59
37471,MULTICOLOUR POLKADOT PLATE,1405.0,684.0,197.85,68.4,129.45
10080,GROOVY CACTUS INFLATABLE,315.0,0.0,129.29,0.0,129.29
84858A,NATURAL RIVIERA HANDBAG,53.0,0.0,128.83,0.0,128.83
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,14.0,0.0,128.64,0.0,128.64
84251G,"GREETING CARD, OVERCROWDED POOL.",472.0,0.0,127.56,0.0,127.56
84782B,BLACK 3 TIER GLASS PLATE STAND,10.0,0.0,127.5,0.0,127.5
90024D,NEW BAROQUE B'FLY NECKLACE PINK,15.0,0.0,127.5,0.0,127.5
85018C,S/6 PAPER BOXES CURIOUS IMAGES,36.0,0.0,127.2,0.0,127.2
16168S,FUNKY MONKEY GIFT BAG SMALL,1283.0,0.0,126.83,0.0,126.83
23303,SET 4 PICNIC CUTLERY FONDANT,65.0,0.0,126.75,0.0,126.75
84367,LA STREGA CANVAS PICTURE,74.0,0.0,126.3,0.0,126.3
GIFT_0001_10,Dotcomgiftshop Gift Voucher £10.00,15.0,0.0,126.21,0.0,126.21
81950B,FLOWER BLUE CLOCK WITH SUCKER,216.0,1.0,126.74,0.85,125.89
16053,POPART COL BALLPOINT PEN ASST,4313.0,2000.0,185.73,60.0,125.73
23578,SNACK TRAY RED GINGHAM,60.0,0.0,125.72,0.0,125.72
90138,WHITE/PINK MINI CRYSTALS NECKLACE,24.0,0.0,125.64,0.0,125.64
82607E,GLASS BONBON JAR. D'AMANDES,101.0,1.0,126.25,1.25,125.0
90162C,ANT SILVER FUSCHIA BOUDICCA RING,42.0,0.0,123.9,0.0,123.9
90202D,PINK ENAMEL FLOWER HAIR TIE,48.0,6.0,141.49,17.7,123.79
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,33.0,0.0,123.75,0.0,123.75
23477,WOODLAND LARGE BLUE FELT HEART,92.0,0.0,123.47,0.0,123.47
72133,COLUMBIAN CANDLE RECTANGLE,109.0,0.0,122.63,0.0,122.63
21228,"POCKET MIRROR ""GLAMOROUS""",97.0,0.0,122.57,0.0,122.57
79308B,MOSAIC CANDLE DISH BLUE PURPLE,144.0,0.0,122.4,0.0,122.4
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,78.0,0.0,122.31,0.0,122.31
44242B,PINK FEATHERS CURTAIN,109.0,0.0,121.53,0.0,121.53
90022,EDWARDIAN DROP EARRINGS JET BLACK,37.0,5.0,139.67,18.75,120.92
84705B,FAIRY CAKES PHOTO FRAME,86.0,0.0,120.13,0.0,120.13
23467,VINTAGE ZINC PLANTER,32.0,0.0,120.08,0.0,120.08
79532,MOSAIC GLASS BALL CANDLEHOLDER,97.0,1.0,121.25,1.25,120.0
35916B,BLUE FELT HANGING HEART WITH FLOWER,132.0,0.0,119.67,0.0,119.67
84886,BLUE METAL WALL SHELF,12.0,0.0,119.4,0.0,119.4
84867A,PINK BABY GIRLS PHOTO ALBUM,17.0,0.0,119.39,0.0,119.39
84199,GLOW IN DARK DOLPHINS,554.0,12.0,121.08,2.52,118.56
35607A,PINK FLUFFY CHRISTMAS DECORATION,554.0,0.0,118.43,0.0,118.43
20887,BOX OF 6 PEBBLE CANDLES,18.0,0.0,118.39,0.0,118.39
90139,FLOWER BROOCH 4 ASSORTED COLOURS,23.0,0.0,118.24,0.0,118.24
90177D,DROP DIAMANTE EARRINGS PURPLE,46.0,6.0,135.76,17.7,118.06
85190,PINK FLOWER HANGING HEART,138.0,6.0,122.46,5.1,117.36
35824C,"HANGING FLOWERS+MIRROR,CLEAR",235.0,0.0,117.05,0.0,117.05
90002C,FLOWER BURST SILVER RING MIDN'T BLU,33.0,2.0,124.38,7.5,116.88
16206B,RED PURSE WITH PINK HEART,96.0,0.0,116.4,0.0,116.4
90101,WHITE FRANGIPANI NECKLACE,52.0,6.0,131.16,15.3,115.86
90108,BLUE BLOSSOM HAIR CLIP,109.0,10.0,125.83,10.5,115.33
84288B,SET/2 BLUE  NOODLE BASKETS,61.0,2.0,118.95,3.9,115.05
20848,ZINC HEART LATTICE CHARGER SMALL,39.0,0.0,115.05,0.0,115.05
20896,VINTAGE NOTEBOOK PINK FLOWER,39.0,0.0,115.05,0.0,115.05
84462,3 PINK HEN+CHICKS IN BASKET,100.0,0.0,114.86,0.0,114.86
84765,SILVER ROCOCO CANDELABRA,9.0,2.0,140.23,25.5,114.73
23185,FRENCH STYLE STORAGE JAR JAM,317.0,1.0,114.85,0.29,114.56
20698,LITTLE PINK MONSTER SOFT TOY,47.0,0.0,114.45,0.0,114.45
23151,ZINC SWEETHEART SOAP DISH,61.0,0.0,114.33,0.0,114.33
90018C,SILVER BLACK ORBIT DROP EARRINGS,28.0,1.0,118.51,4.25,114.26
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,79.0,0.0,113.76,0.0,113.76
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",252.0,0.0,113.22,0.0,113.22
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,17.0,2.0,124.83,11.9,112.93
16043,POP ART PUSH DOWN RUBBER,2145.0,984.0,180.3,67.68,112.62
21089,SET/6 GREEN SPRING PAPER CUPS,323.0,0.0,112.54,0.0,112.54
44236,PINK/PURPLE CIRCLE CURTAIN,64.0,0.0,112.32,0.0,112.32
71510,SQUARE METAL CANDLEHOLDER BASE,177.0,0.0,112.05,0.0,112.05
35916A,YELLOW FELT HANGING HEART W FLOWER,129.0,0.0,112.04,0.0,112.04
71495B,CD WALL TIDY RED FLOWERS,294.0,0.0,111.57,0.0,111.57
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,255.0,0.0,111.34,0.0,111.34
90103,PURPLE FRANGIPANI NECKLACE,44.0,0.0,110.85,0.0,110.85
82069,BEECH WOOD P/FRAME,17.0,0.0,109.85,0.0,109.85
90048,GREEN WITH METAL BAG CHARM,31.0,10.0,158.89,49.5,109.39
85185F,LION SOCK PUPPET,37.0,0.0,109.15,0.0,109.15
90071,RUBY GLASS CLUSTER EARRINGS,87.0,0.0,108.99,0.0,108.99
20667,CHERRY BLOSSOM PURSE,40.0,0.0,108.69,0.0,108.69
90104,PURPLE FRANGIPANI HAIRCLIP,129.0,0.0,108.11,0.0,108.11
72753C,S/3 FLWR FAIRY ROSE CANDLES,43.0,0.0,107.68,0.0,107.68
84751B,BLACK MEDIUM GLASS CAKE STAND,38.0,3.0,115.86,8.29,107.57
23626,SET 10 CARDS DINKY TREE 17076,43.0,0.0,107.07,0.0,107.07
90179C,BLACK FINE BEAD NECKLACE W TASSEL,19.0,1.0,112.78,5.95,106.83
84562B,BLUE/WHITE RIBBED MELAMINE JUG,10.0,0.0,106.59,0.0,106.59
90165A,PINK ROSEBUD PEARL EARRINGS,42.0,0.0,106.49,0.0,106.49
35096B,RED VICTORIAN FABRIC HEART BOX,293.0,0.0,106.49,0.0,106.49
35840,FLAT GLASS  BAUBLE WHITE FLOCK,45.0,1.0,107.13,0.85,106.28
90168,2 DAISIES HAIR COMB,42.0,6.0,123.76,17.7,106.06
72038P,PRICE'S CANDLE PEACH,1050.0,50.0,116.5,10.5,106.0
22987,WRAP SUMMER ROSE DESIGN,252.0,0.0,105.84,0.0,105.84
90051,CRACKED GLAZE NECKLACE RED,15.0,0.0,105.72,0.0,105.72
35610A,PINK CHRISTMAS FLOCK DROPLET,143.0,0.0,105.43,0.0,105.43
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,124.0,0.0,105.4,0.0,105.4
90003E,GREEN PAIR HEART HAIR SLIDES,32.0,4.0,120.31,15.0,105.31
