line_id,invoice_id,stock_code,description,quantity,invoice_at,unit_price,customer_id,country,line_amount,transaction_type,is_service_line
1066762,581497,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2011-12-09 10:23:00,6.63,,United Kingdom,6.63,sale,0
1066761,581497,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-12-09 10:23:00,12.46,,United Kingdom,49.84,sale,0
1066760,581497,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,2011-12-09 10:23:00,3.29,,United Kingdom,3.29,sale,0
1066759,581497,22738,RIBBON REEL SNOWY VILLAGE,1,2011-12-09 10:23:00,7.5,,United Kingdom,7.5,sale,0
1066758,581497,22736,RIBBON REEL MAKING SNOWMEN,3,2011-12-09 10:23:00,4.13,,United Kingdom,12.39,sale,0
1066757,581497,22735,RIBBON REEL SOCKS AND MITTENS,2,2011-12-09 10:23:00,7.5,,United Kingdom,15.0,sale,0
1066756,581497,22730,ALARM CLOCK BAKELIKE IVORY,5,2011-12-09 10:23:00,8.29,,United Kingdom,41.45,sale,0
1066755,581497,22727,ALARM CLOCK BAKELIKE RED,10,2011-12-09 10:23:00,8.29,,United Kingdom,82.9,sale,0
1066754,581497,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-12-09 10:23:00,8.29,,United Kingdom,8.29,sale,0
1066753,581497,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3,2011-12-09 10:23:00,8.29,,United Kingdom,24.87,sale,0
1066752,581497,22423,REGENCY CAKESTAND 3 TIER,8,2011-12-09 10:23:00,24.96,,United Kingdom,199.68,sale,0
1066751,581497,22383,LUNCH BAG SUKI DESIGN,2,2011-12-09 10:23:00,4.96,,United Kingdom,9.92,sale,0
1066750,581497,22356,CHARLOTTE BAG PINK POLKADOT,1,2011-12-09 10:23:00,5.63,,United Kingdom,5.63,sale,0
1066749,581497,22356,CHARLOTTE BAG PINK POLKADOT,25,2011-12-09 10:23:00,2.46,,United Kingdom,61.5,sale,0
1066748,581497,22355,CHARLOTTE BAG SUKI DESIGN,110,2011-12-09 10:23:00,2.46,,United Kingdom,270.6,sale,0
1066747,581497,22197,POPCORN HOLDER,68,2011-12-09 10:23:00,2.46,,United Kingdom,167.28,sale,0
1066746,581497,22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,2011-12-09 10:23:00,9.13,,United Kingdom,438.24,sale,0
1066745,581497,22112,CHOCOLATE HOT WATER BOTTLE,13,2011-12-09 10:23:00,12.46,,United Kingdom,161.98,sale,0
1066744,581497,22111,SCOTTIE DOG HOT WATER BOTTLE,5,2011-12-09 10:23:00,12.46,,United Kingdom,62.3,sale,0
1066743,581497,22110,BIRD HOUSE HOT WATER BOTTLE,7,2011-12-09 10:23:00,5.79,,United Kingdom,40.53,sale,0
1066742,581497,21714,CITRONELLA CANDLE GARDEN POT,2,2011-12-09 10:23:00,3.29,,United Kingdom,6.58,sale,0
1066741,581497,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1,2011-12-09 10:23:00,3.29,,United Kingdom,3.29,sale,0
1066740,581497,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,2011-12-09 10:23:00,3.29,,United Kingdom,19.74,sale,0
1066739,581497,21671,RED SPOT CERAMIC DRAWER KNOB,1,2011-12-09 10:23:00,3.29,,United Kingdom,3.29,sale,0
1066738,581497,21670,BLUE SPOT CERAMIC DRAWER KNOB,1,2011-12-09 10:23:00,3.29,,United Kingdom,3.29,sale,0
1066737,581497,21668,RED STRIPE CERAMIC DRAWER KNOB,1,2011-12-09 10:23:00,3.29,,United Kingdom,3.29,sale,0
1066736,581497,21484,CHICK GREY HOT WATER BOTTLE,1,2011-12-09 10:23:00,9.13,,United Kingdom,9.13,sale,0
1066735,581497,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-12-09 10:23:00,10.29,,United Kingdom,10.29,sale,0
1066734,581497,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-12-09 10:23:00,8.29,,United Kingdom,8.29,sale,0
1066733,581497,21479,WHITE SKULL HOT WATER BOTTLE,25,2011-12-09 10:23:00,9.13,,United Kingdom,228.25,sale,0
1066732,581497,21242,RED RETROSPOT PLATE,2,2011-12-09 10:23:00,3.29,,United Kingdom,6.58,sale,0
1066731,581497,21238,RED RETROSPOT CUP,8,2011-12-09 10:23:00,1.63,,United Kingdom,13.04,sale,0
1066730,581497,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2011-12-09 10:23:00,2.08,,United Kingdom,14.56,sale,0
1066729,581497,20727,LUNCH BAG  BLACK SKULL.,8,2011-12-09 10:23:00,4.96,,United Kingdom,39.68,sale,0
1066728,581497,20724,RED RETROSPOT CHARLOTTE BAG,55,2011-12-09 10:23:00,2.46,,United Kingdom,135.3,sale,0
1066727,581497,20723,STRAWBERRY CHARLOTTE BAG,42,2011-12-09 10:23:00,2.46,,United Kingdom,103.32,sale,0
1066726,581497,20719,WOODLAND CHARLOTTE BAG,33,2011-12-09 10:23:00,2.46,,United Kingdom,81.18,sale,0
1066725,581495,22423,REGENCY CAKESTAND 3 TIER,10,2011-12-09 10:20:00,12.75,14051.0,United Kingdom,127.5,sale,0
1066724,581495,23173,REGENCY TEAPOT ROSES,6,2011-12-09 10:20:00,9.95,14051.0,United Kingdom,59.7,sale,0
1066723,581495,22798,ANTIQUE GLASS DRESSING TABLE POT,36,2011-12-09 10:20:00,2.95,14051.0,United Kingdom,106.2,sale,0
1066722,581495,21871,SAVE THE PLANET MUG,18,2011-12-09 10:20:00,1.65,14051.0,United Kingdom,29.7,sale,0
1066721,581495,21877,HOME SWEET HOME MUG,12,2011-12-09 10:20:00,1.65,14051.0,United Kingdom,19.8,sale,0
1066720,581495,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-12-09 10:20:00,7.08,14051.0,United Kingdom,70.8,sale,0
1066719,581495,48138,DOORMAT UNION FLAG,10,2011-12-09 10:20:00,7.08,14051.0,United Kingdom,70.8,sale,0
1066718,581495,23439,HAND WARMER RED LOVE HEART,36,2011-12-09 10:20:00,2.1,14051.0,United Kingdom,75.6,sale,0
1066717,581495,15056BL,EDWARDIAN PARASOL BLACK,36,2011-12-09 10:20:00,5.95,14051.0,United Kingdom,214.2,sale,0
1066716,581495,15056N,EDWARDIAN PARASOL NATURAL,36,2011-12-09 10:20:00,5.95,14051.0,United Kingdom,214.2,sale,0
1066715,581495,22633,HAND WARMER UNION JACK,18,2011-12-09 10:20:00,2.1,14051.0,United Kingdom,37.8,sale,0
1066714,581495,22697,GREEN REGENCY TEACUP AND SAUCER,12,2011-12-09 10:20:00,2.95,14051.0,United Kingdom,35.4,sale,0
1066713,581495,22698,PINK REGENCY TEACUP AND SAUCER,12,2011-12-09 10:20:00,2.95,14051.0,United Kingdom,35.4,sale,0
1066712,581495,22699,ROSES REGENCY TEACUP AND SAUCER,12,2011-12-09 10:20:00,2.95,14051.0,United Kingdom,35.4,sale,0
1066711,581495,23535,WALL ART BICYCLE SAFETY,12,2011-12-09 10:20:00,5.95,14051.0,United Kingdom,71.4,sale,0
1066710,581496,22544,MINI JIGSAW SPACEBOY,48,2011-12-09 10:20:00,0.19,16558.0,United Kingdom,9.12,sale,0
1066709,581496,22539,MINI JIGSAW DOLLY GIRL,48,2011-12-09 10:20:00,0.19,16558.0,United Kingdom,9.12,sale,0
1066708,581496,22465,HANGING METAL STAR LANTERN,12,2011-12-09 10:20:00,0.79,16558.0,United Kingdom,9.48,sale,0
1066707,581496,22464,HANGING METAL HEART LANTERN,12,2011-12-09 10:20:00,0.79,16558.0,United Kingdom,9.48,sale,0
1066706,581496,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,6,2011-12-09 10:20:00,2.95,16558.0,United Kingdom,17.7,sale,0
1066705,581496,22215,CAKE STAND WHITE TWO TIER LACE,6,2011-12-09 10:20:00,2.95,16558.0,United Kingdom,17.7,sale,0
1066704,581496,22190,LOCAL CAFE MUG,24,2011-12-09 10:20:00,0.39,16558.0,United Kingdom,9.36,sale,0
1066703,581496,22076,6 RIBBONS EMPIRE,24,2011-12-09 10:20:00,0.39,16558.0,United Kingdom,9.36,sale,0
1066702,581496,21462,"NURSERY A,B,C PAINTED LETTERS",8,2011-12-09 10:20:00,1.95,16558.0,United Kingdom,15.6,sale,0
1066701,581496,21115,ROSE CARAVAN DOORSTOP,8,2011-12-09 10:20:00,1.95,16558.0,United Kingdom,15.6,sale,0
1066700,581496,20831,GOLD PHOTO FRAME,12,2011-12-09 10:20:00,0.79,16558.0,United Kingdom,9.48,sale,0
1066699,581496,23437,50'S CHRISTMAS GIFT BAG LARGE,12,2011-12-09 10:20:00,1.25,16558.0,United Kingdom,15.0,sale,0
1066698,581496,23438,RED SPOT GIFT BAG LARGE,12,2011-12-09 10:20:00,1.25,16558.0,United Kingdom,15.0,sale,0
1066697,581496,23084,RABBIT NIGHT LIGHT,18,2011-12-09 10:20:00,2.08,16558.0,United Kingdom,37.44,sale,0
1066696,581496,22313,OFFICE MUG WARMER PINK,12,2011-12-09 10:20:00,1.25,16558.0,United Kingdom,15.0,sale,0
1066695,581496,22314,OFFICE MUG WARMER CHOC+BLUE,24,2011-12-09 10:20:00,1.25,16558.0,United Kingdom,30.0,sale,0
1066694,581496,23355,HOT WATER BOTTLE KEEP CALM,4,2011-12-09 10:20:00,4.95,16558.0,United Kingdom,19.8,sale,0
1066693,581496,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-12-09 10:20:00,4.95,16558.0,United Kingdom,29.7,sale,0
1066692,581496,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-12-09 10:20:00,4.95,16558.0,United Kingdom,19.8,sale,0
1066691,581496,22632,HAND WARMER RED RETROSPOT,12,2011-12-09 10:20:00,2.1,16558.0,United Kingdom,25.2,sale,0
1066690,581496,22865,HAND WARMER OWL DESIGN,24,2011-12-09 10:20:00,2.1,16558.0,United Kingdom,50.4,sale,0
1066689,581496,23350,ROLL WRAP VINTAGE SPOT,24,2011-12-09 10:20:00,1.25,16558.0,United Kingdom,30.0,sale,0
1066688,581496,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-12-09 10:20:00,1.25,16558.0,United Kingdom,15.0,sale,0
1066687,581496,16169E,WRAP 50'S  CHRISTMAS,25,2011-12-09 10:20:00,0.42,16558.0,United Kingdom,10.5,sale,0
1066686,581496,23598,PAPER BUNTING VINTAGE PARTY,6,2011-12-09 10:20:00,2.95,16558.0,United Kingdom,17.7,sale,0
1066685,581496,23298,SPOTTY BUNTING,3,2011-12-09 10:20:00,4.95,16558.0,United Kingdom,14.85,sale,0
1066684,581496,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-12-09 10:20:00,0.85,16558.0,United Kingdom,10.2,sale,0
1066683,581496,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-12-09 10:20:00,0.55,16558.0,United Kingdom,13.2,sale,0
1066682,581496,23313,VINTAGE CHRISTMAS BUNTING,10,2011-12-09 10:20:00,4.95,16558.0,United Kingdom,49.5,sale,0
1066681,581496,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,12,2011-12-09 10:20:00,0.79,16558.0,United Kingdom,9.48,sale,0
1066680,581496,22721,SET OF 3 CAKE TINS SKETCHBOOK,12,2011-12-09 10:20:00,1.95,16558.0,United Kingdom,23.4,sale,0
1066679,581496,22664,TOY TIDY DOLLY GIRL DESIGN,20,2011-12-09 10:20:00,0.79,16558.0,United Kingdom,15.8,sale,0
1066678,581494,POST,POSTAGE,2,2011-12-09 10:13:00,18.0,12518.0,Germany,36.0,sale,1
1066677,581494,23389,SPACEBOY MINI BACKPACK,4,2011-12-09 10:13:00,4.15,12518.0,Germany,16.6,sale,0
1066676,581494,23390,DOLLY GIRL MINI BACKPACK,4,2011-12-09 10:13:00,4.15,12518.0,Germany,16.6,sale,0
1066675,581494,23388,WOODLAND MINI BACKPACK,4,2011-12-09 10:13:00,4.15,12518.0,Germany,16.6,sale,0
1066674,581494,22549,PICTURE DOMINOES,12,2011-12-09 10:13:00,1.45,12518.0,Germany,17.4,sale,0
1066673,581494,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-12-09 10:13:00,1.65,12518.0,Germany,19.8,sale,0
1066672,581494,22551,PLASTERS IN TIN SPACEBOY,12,2011-12-09 10:13:00,1.65,12518.0,Germany,19.8,sale,0
1066671,581494,23367,SET 12 COLOUR PENCILS SPACEBOY,24,2011-12-09 10:13:00,0.65,12518.0,Germany,15.6,sale,0
1066670,581494,10125,MINI FUNKY DESIGN TAPES,20,2011-12-09 10:13:00,0.85,12518.0,Germany,17.0,sale,0
1066669,581494,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2011-12-09 10:13:00,2.95,12518.0,Germany,17.7,sale,0
1066668,581494,22633,HAND WARMER UNION JACK,12,2011-12-09 10:13:00,2.1,12518.0,Germany,25.2,sale,0
1066667,581494,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-12-09 10:13:00,3.75,12518.0,Germany,15.0,sale,0
1066666,581494,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2011-12-09 10:13:00,2.95,12518.0,Germany,17.7,sale,0
1066665,581494,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-12-09 10:13:00,1.65,12518.0,Germany,19.8,sale,0
1066664,581494,22716,CARD CIRCUS PARADE,12,2011-12-09 10:13:00,0.42,12518.0,Germany,5.04,sale,0
1066663,581494,21506,"FANCY FONT BIRTHDAY CARD,",12,2011-12-09 10:13:00,0.42,12518.0,Germany,5.04,sale,0
1066662,581494,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-12-09 10:13:00,2.55,12518.0,Germany,15.3,sale,0
1066661,581494,23084,RABBIT NIGHT LIGHT,24,2011-12-09 10:13:00,1.79,12518.0,Germany,42.96,sale,0
1066660,581493,POST,POSTAGE,1,2011-12-09 10:10:00,15.0,12423.0,Belgium,15.0,sale,1
1066659,581493,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,2011-12-09 10:10:00,2.95,12423.0,Belgium,17.7,sale,0
1066658,581493,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,12,2011-12-09 10:10:00,1.25,12423.0,Belgium,15.0,sale,0
1066657,581493,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-12-09 10:10:00,0.79,12423.0,Belgium,14.22,sale,0
1066656,581493,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-12-09 10:10:00,0.85,12423.0,Belgium,8.5,sale,0
1066655,581493,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-12-09 10:10:00,0.85,12423.0,Belgium,8.5,sale,0
1066654,581493,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-12-09 10:10:00,0.85,12423.0,Belgium,8.5,sale,0
1066653,581493,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-12-09 10:10:00,0.85,12423.0,Belgium,10.2,sale,0
1066652,581493,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,2011-12-09 10:10:00,0.85,12423.0,Belgium,10.2,sale,0
1066651,581493,79191B,RETRO PLASTIC POLKA TRAY,12,2011-12-09 10:10:00,0.85,12423.0,Belgium,10.2,sale,0
1066650,581493,20718,RED RETROSPOT SHOPPER BAG,10,2011-12-09 10:10:00,1.25,12423.0,Belgium,12.5,sale,0
1066649,581493,22865,HAND WARMER OWL DESIGN,12,2011-12-09 10:10:00,2.1,12423.0,Belgium,25.2,sale,0
1066648,581493,22632,HAND WARMER RED RETROSPOT,12,2011-12-09 10:10:00,2.1,12423.0,Belgium,25.2,sale,0
1066647,581493,22151,PLACE SETTING WHITE HEART,24,2011-12-09 10:10:00,0.42,12423.0,Belgium,10.08,sale,0
1066646,581493,22915,ASSORTED BOTTLE TOP  MAGNETS,12,2011-12-09 10:10:00,0.42,12423.0,Belgium,5.04,sale,0
1066645,581493,79190A,RETRO PLASTIC 70'S TRAY,15,2011-12-09 10:10:00,0.42,12423.0,Belgium,6.3,sale,0
1066644,581493,79190B,RETRO PLASTIC POLKA TRAY,15,2011-12-09 10:10:00,0.42,12423.0,Belgium,6.3,sale,0
1066643,581492,23368,SET 12 COLOUR PENCILS DOLLY GIRL,2,2011-12-09 10:03:00,1.25,,United Kingdom,2.5,sale,0
1066642,581492,23367,SET 12 COLOUR PENCILS SPACEBOY,10,2011-12-09 10:03:00,1.25,,United Kingdom,12.5,sale,0
1066641,581492,23366,SET 12 COLOURING PENCILS DOILY,5,2011-12-09 10:03:00,1.25,,United Kingdom,6.25,sale,0
1066640,581492,23365,SET 12 COLOUR PENCILS LOVE LONDON,1,2011-12-09 10:03:00,1.25,,United Kingdom,1.25,sale,0
1066639,581492,23358,HOT STUFF HOT WATER BOTTLE,1,2011-12-09 10:03:00,7.46,,United Kingdom,7.46,sale,0
1066638,581492,23357,HOT WATER BOTTLE SEX BOMB,1,2011-12-09 10:03:00,10.79,,United Kingdom,10.79,sale,0
1066637,581492,23354,6 GIFT TAGS 50'S CHRISTMAS,4,2011-12-09 10:03:00,1.63,,United Kingdom,6.52,sale,0
1066636,581492,23353,6 GIFT TAGS VINTAGE CHRISTMAS,3,2011-12-09 10:03:00,1.63,,United Kingdom,4.89,sale,0
1066635,581492,23352,ROLL WRAP 50'S RED CHRISTMAS,1,2011-12-09 10:03:00,2.46,,United Kingdom,2.46,sale,0
1066634,581492,23351,ROLL WRAP 50'S CHRISTMAS,5,2011-12-09 10:03:00,2.46,,United Kingdom,12.3,sale,0
1066633,581492,23349,ROLL WRAP VINTAGE CHRISTMAS,2,2011-12-09 10:03:00,2.46,,United Kingdom,4.92,sale,0
1066632,581492,23347,I LOVE LONDON BEAKER,1,2011-12-09 10:03:00,2.46,,United Kingdom,2.46,sale,0
1066631,581492,23345,DOLLY GIRL BEAKER,1,2011-12-09 10:03:00,2.46,,United Kingdom,2.46,sale,0
1066630,581492,23344,JUMBO BAG 50'S CHRISTMAS,5,2011-12-09 10:03:00,4.13,,United Kingdom,20.65,sale,0
1066629,581492,23343,JUMBO BAG VINTAGE CHRISTMAS,4,2011-12-09 10:03:00,4.13,,United Kingdom,16.52,sale,0
1066628,581492,23340,VINTAGE CHRISTMAS CAKE FRILL,3,2011-12-09 10:03:00,3.29,,United Kingdom,9.87,sale,0
1066627,581492,23336,EGG FRYING PAN PINK,1,2011-12-09 10:03:00,4.13,,United Kingdom,4.13,sale,0
1066626,581492,23334,IVORY WICKER HEART SMALL,1,2011-12-09 10:03:00,1.25,,United Kingdom,1.25,sale,0
1066625,581492,23332,IVORY WICKER HEART LARGE,1,2011-12-09 10:03:00,3.29,,United Kingdom,3.29,sale,0
1066624,581492,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,5,2011-12-09 10:03:00,7.46,,United Kingdom,37.3,sale,0
1066623,581492,23323,WHITE WICKER STAR,6,2011-12-09 10:03:00,4.13,,United Kingdom,24.78,sale,0
1066622,581492,23322,LARGE WHITE HEART OF WICKER,1,2011-12-09 10:03:00,5.79,,United Kingdom,5.79,sale,0
1066621,581492,23319,BOX OF 6 MINI 50'S CRACKERS,3,2011-12-09 10:03:00,4.96,,United Kingdom,14.88,sale,0
1066620,581492,23314,VINTAGE CHRISTMAS TABLECLOTH,1,2011-12-09 10:03:00,24.96,,United Kingdom,24.96,sale,0
1066619,581492,23313,VINTAGE CHRISTMAS BUNTING,4,2011-12-09 10:03:00,10.79,,United Kingdom,43.16,sale,0
1066618,581492,23312,VINTAGE CHRISTMAS GIFT SACK,6,2011-12-09 10:03:00,8.29,,United Kingdom,49.74,sale,0
1066617,581492,23311,VINTAGE CHRISTMAS STOCKING,1,2011-12-09 10:03:00,4.96,,United Kingdom,4.96,sale,0
1066616,581492,23310,BUBBLEGUM RING ASSORTED,4,2011-12-09 10:03:00,0.83,,United Kingdom,3.32,sale,0
1066615,581492,23309,SET OF 60 I LOVE LONDON CAKE CASES,2,2011-12-09 10:03:00,1.25,,United Kingdom,2.5,sale,0
1066614,581492,23308,SET OF 60 VINTAGE LEAF CAKE CASES,1,2011-12-09 10:03:00,1.25,,United Kingdom,1.25,sale,0
1066613,581492,23307,SET OF 60 PANTRY DESIGN CAKE CASES,7,2011-12-09 10:03:00,1.25,,United Kingdom,8.75,sale,0
1066612,581492,23301,GARDENERS KNEELING PAD KEEP CALM,6,2011-12-09 10:03:00,3.29,,United Kingdom,19.74,sale,0
1066611,581492,23300,GARDENERS KNEELING PAD CUP OF TEA,3,2011-12-09 10:03:00,3.29,,United Kingdom,9.87,sale,0
1066610,581492,23299,FOOD COVER WITH BEADS SET 2,1,2011-12-09 10:03:00,7.46,,United Kingdom,7.46,sale,0
1066609,581492,23298,SPOTTY BUNTING,2,2011-12-09 10:03:00,10.79,,United Kingdom,21.58,sale,0
1066608,581492,23295,SET OF 12 MINI LOAF BAKING CASES,4,2011-12-09 10:03:00,2.46,,United Kingdom,9.84,sale,0
1066607,581492,23294,SET OF 6 SNACK LOAF BAKING CASES,1,2011-12-09 10:03:00,2.46,,United Kingdom,2.46,sale,0
1066606,581492,23293,SET OF 12 FAIRY CAKE BAKING CASES,3,2011-12-09 10:03:00,2.46,,United Kingdom,7.38,sale,0
1066605,581492,23292,SPACEBOY CHILDRENS CUP,1,2011-12-09 10:03:00,2.46,,United Kingdom,2.46,sale,0
1066604,581492,23290,SPACEBOY CHILDRENS BOWL,1,2011-12-09 10:03:00,2.46,,United Kingdom,2.46,sale,0
1066603,581492,23287,RED VINTAGE SPOT BEAKER,1,2011-12-09 10:03:00,1.63,,United Kingdom,1.63,sale,0
1066602,581492,23285,PINK VINTAGE SPOT BEAKER,1,2011-12-09 10:03:00,1.63,,United Kingdom,1.63,sale,0
1066601,581492,23284,DOORMAT KEEP CALM AND COME IN,1,2011-12-09 10:03:00,15.79,,United Kingdom,15.79,sale,0
1066600,581492,23280,FOLDING BUTTERFLY MIRROR HOT PINK,2,2011-12-09 10:03:00,2.46,,United Kingdom,4.92,sale,0
1066599,581492,23275,SET OF 3 HANGING OWLS OLLIE BEAK,2,2011-12-09 10:03:00,2.46,,United Kingdom,4.92,sale,0
1066598,581492,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,3,2011-12-09 10:03:00,3.29,,United Kingdom,9.87,sale,0
1066597,581492,23266,SET OF 3 WOODEN STOCKING DECORATION,2,2011-12-09 10:03:00,2.46,,United Kingdom,4.92,sale,0
1066596,581492,23265,SET OF 3 WOODEN TREE DECORATIONS,3,2011-12-09 10:03:00,2.46,,United Kingdom,7.38,sale,0
1066595,581492,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,3,2011-12-09 10:03:00,2.46,,United Kingdom,7.38,sale,0
1066594,581492,23247,BISCUIT TIN 50'S CHRISTMAS,3,2011-12-09 10:03:00,5.79,,United Kingdom,17.37,sale,0
1066593,581492,23245,SET OF 3 REGENCY CAKE TINS,7,2011-12-09 10:03:00,10.79,,United Kingdom,75.53,sale,0
1066592,581492,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-12-09 10:03:00,10.79,,United Kingdom,10.79,sale,0
1066591,581492,23241,TREASURE TIN GYMKHANA DESIGN,3,2011-12-09 10:03:00,4.13,,United Kingdom,12.39,sale,0
1066590,581492,23234,BISCUIT TIN VINTAGE CHRISTMAS,4,2011-12-09 10:03:00,5.79,,United Kingdom,23.16,sale,0
1066589,581492,23229,VINTAGE DONKEY TAIL GAME,2,2011-12-09 10:03:00,7.46,,United Kingdom,14.92,sale,0
1066588,581492,23224,CHERUB HEART DECORATION GOLD,1,2011-12-09 10:03:00,1.63,,United Kingdom,1.63,sale,0
1066587,581492,23220,REINDEER HEART DECORATION GOLD,2,2011-12-09 10:03:00,1.63,,United Kingdom,3.26,sale,0
1066586,581492,23213,STAR WREATH DECORATION WITH BELL,7,2011-12-09 10:03:00,2.46,,United Kingdom,17.22,sale,0
1066585,581492,23212,HEART WREATH DECORATION WITH BELL,7,2011-12-09 10:03:00,2.46,,United Kingdom,17.22,sale,0
1066584,581492,23208,LUNCH BAG VINTAGE LEAF DESIGN,3,2011-12-09 10:03:00,4.13,,United Kingdom,12.39,sale,0
1066583,581492,23206,LUNCH BAG APPLE DESIGN,3,2011-12-09 10:03:00,4.13,,United Kingdom,12.39,sale,0
1066582,581492,23205,CHARLOTTE BAG VINTAGE ALPHABET,3,2011-12-09 10:03:00,1.63,,United Kingdom,4.89,sale,0
1066581,581492,23204,CHARLOTTE BAG APPLES DESIGN,6,2011-12-09 10:03:00,1.63,,United Kingdom,9.78,sale,0
1066580,581492,23202,JUMBO BAG VINTAGE LEAF,2,2011-12-09 10:03:00,4.13,,United Kingdom,8.26,sale,0
1066579,581492,23200,JUMBO BAG PEARS,1,2011-12-09 10:03:00,4.13,,United Kingdom,4.13,sale,0
1066578,581492,23199,JUMBO BAG APPLES,2,2011-12-09 10:03:00,4.13,,United Kingdom,8.26,sale,0
1066577,581492,23198,PANTRY MAGNETIC  SHOPPING LIST,2,2011-12-09 10:03:00,3.29,,United Kingdom,6.58,sale,0
1066576,581492,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,2011-12-09 10:03:00,3.29,,United Kingdom,6.58,sale,0
1066575,581492,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,2011-12-09 10:03:00,3.29,,United Kingdom,3.29,sale,0
1066574,581492,23194,GYMKHANA TREASURE BOOK BOX,1,2011-12-09 10:03:00,4.58,,United Kingdom,4.58,sale,0
1066573,581492,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-12-09 10:03:00,3.29,,United Kingdom,3.29,sale,0
1066572,581492,23188,VINTAGE  2 METRE FOLDING RULER,1,2011-12-09 10:03:00,3.29,,United Kingdom,3.29,sale,0
1066571,581492,23184,BULL DOG BOTTLE OPENER,2,2011-12-09 10:03:00,10.79,,United Kingdom,21.58,sale,0
1066570,581492,23183,MOTHER'S KITCHEN SPOON REST,3,2011-12-09 10:03:00,7.46,,United Kingdom,22.38,sale,0
1066569,581492,23177,TREASURE ISLAND BOOK BOX,1,2011-12-09 10:03:00,4.58,,United Kingdom,4.58,sale,0
1066568,581492,23175,REGENCY MILK JUG PINK,1,2011-12-09 10:03:00,7.46,,United Kingdom,7.46,sale,0
1066567,581492,23173,REGENCY TEAPOT ROSES,1,2011-12-09 10:03:00,19.96,,United Kingdom,19.96,sale,0
1066566,581492,23172,REGENCY TEA PLATE PINK,1,2011-12-09 10:03:00,3.29,,United Kingdom,3.29,sale,0
1066565,581492,23171,REGENCY TEA PLATE GREEN,1,2011-12-09 10:03:00,3.29,,United Kingdom,3.29,sale,0
1066564,581492,23168,CLASSIC CAFE SUGAR DISPENSER,2,2011-12-09 10:03:00,2.46,,United Kingdom,4.92,sale,0
1066563,581492,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2011-12-09 10:03:00,2.46,,United Kingdom,4.92,sale,0
1066562,581492,23165,LARGE CERAMIC TOP STORAGE JAR,2,2011-12-09 10:03:00,3.29,,United Kingdom,6.58,sale,0
1066561,581492,23158,SET OF 5 LUCKY CAT MAGNETS,1,2011-12-09 10:03:00,4.13,,United Kingdom,4.13,sale,0
1066560,581492,23118,PARISIENNE JEWELLERY DRAWER,1,2011-12-09 10:03:00,14.96,,United Kingdom,14.96,sale,0
1066559,581492,23112,PARISIENNE CURIO CABINET,1,2011-12-09 10:03:00,14.96,,United Kingdom,14.96,sale,0
1066558,581492,23111,PARISIENNE SEWING BOX,1,2011-12-09 10:03:00,24.96,,United Kingdom,24.96,sale,0
1066557,581492,23110,PARISIENNE KEY CABINET,1,2011-12-09 10:03:00,12.46,,United Kingdom,12.46,sale,0
1066556,581492,23103,JINGLE BELL HEART DECORATION,2,2011-12-09 10:03:00,3.29,,United Kingdom,6.58,sale,0
